CAS#,CAS,Substance,PrimaryMoA,MolarMass(g/mol),Tm [oC],Pvap25 [Pa],Sol25 [mg/L],Kow [-],pKa1 [-],pKb1 [-],kdeg(water) [s-1],kdeg(sed) [s-1],kdeg(soil) [s-1],OrigenQuality-Acute EC50,SelectTaxa-Acute EC50,DataType-Acute EC50,RiskEndpoint-Acute EC50,#ToxData-Acute EC50,#Species-Acute EC50,#TaxClass-Acute EC50,10LogSSDMedianConcentration(ug/L)-MuAcute EC50,10LogSSDSlope(ug/L)-SigmaAcute EC50,Remark on acute SSD slope,QualityScore-Acute EC50,Remarks-Acute EC50,OrigenQuality-Chronic NOEC,SelectTaxa-Chronic NOEC,DataType-Chronic NOEC,RiskEndpoint-Chronic NOEC,#ToxData-Chronic NOEC,#Species-Chronic NOEC,#TaxClass-Chronic NOEC,10LogSSDMedianConcentration(ug/L)-MuChronic NOEC,10LogSSDSlope(ug/L)-SigmaChronic NOEC,Remark on chronic SSD slope,QualityScore-Chronic NOEC,Remarks-Chronic NOEC,Filter
22071154,22071-15-4,Ketoprofen,22071154,254.29,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.93,0.479,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,22071-15-4
22259309,22259-30-9,Formetanate,formamidine,221.26,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.89,1.63,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,22259-30-9
22916478,22916-47-8,Miconazol | miconazole,22916478,416.14,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,1.74,0.0475,"Slope too low to be realistic, replace by 0.7",1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,22916-47-8
23031256,23031-25-6,Terbutalin,23031256,225.29,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.29,0.923,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,23031-25-6
24691803,24691-80-3,fenfuram,furanilide,201.23,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.47,0.833,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,24691-80-3
26839758,26839-75-8,Timolol,26839758,316.43,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.28,0.906,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,26839-75-8
27203925,27203-92-5,Tramadol,27203925,263.38,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.62,0.649,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,27203-92-5
28981977,28981-97-7,Alprazolam,28981977,308.78,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.23,0.144,"Slope too low to be realistic, replace by 0.7",1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,28981-97-7
31329574,31329-57-4,Naftidrofuryl,31329574,383.53,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.91,0.44,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,31329-57-4
31430156,31430-15-6,Flubendazol,31430156,313.29,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.51,0.542,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,31430-15-6
31431397,31431-39-7,Mebendazol,31431397,295.3,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.89,0.418,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,31431-39-7
34205215,34205-21-5,Dimefuron,34205215,338.8,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.48,1.51,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,34205-21-5
34643464,34643-46-4,Prothiofos,34643464,345.25,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,1.15,1.1,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,34643-46-4
35256850,35256-85-0,Tebutam,35256850,233.36,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.11,0.643,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,35256-85-0
36507309,36507-30-9,"10,11-Dihydro-10,11-epoxycarbamazepin",36507309,252.28,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.12,1.15,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,36507-30-9
37148279,37148-27-9,Clenbuterol,37148279,277.2,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.38,0.636,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,37148-27-9
38677859,38677-85-9,Flunixin,38677859,296.25,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.72,0.184,"Slope too low to be realistic, replace by 0.7",1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,38677-85-9
39196184,39196-18-4,thiofanox,oxime carbamate,218.32,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.36,0.524,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,39196-18-4
42399417,42399-41-7,Diltiazem,42399417,414.53,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.54,0.368,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,42399-41-7
43210679,43210-67-9,Fenbendazol,43210679,299.36,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.62,0.242,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,43210-67-9
51146555,51146-55-5,2-Hydroxy Ibuprofen | Hydroxyibuprofen,51146555,222.28,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.75,0.252,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,51146-55-5
52079104,52079-10-4,6-o-desmethylnaproxen,52079104,216.24,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.04,0.306,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,52079-10-4
54965218,54965-21-8,Albendazol,Anthelmintics,265.34,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.48,0.507,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,54965-21-8
55134139,55134-13-9,Narasin,55134139,765.04,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,1.99,0.589,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,55134-13-9
55142853,55142-85-3,ticlopidine,55142853,263.79,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.94,0.364,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,55142-85-3
55814410,55814-41-0,Mepronil,benzanilide,269.35,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.84,0.492,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,55814-41-0
55837257,55837-25-7,Buflomedil,55837257,307.39,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.44,0.172,"Slope too low to be realistic, replace by 0.7",1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,55837-25-7
56392144,56392-14-4,Metoprolol acid,56392144,267.33,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.29,0.794,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,56392-14-4
58810483,58810-48-3,Ofurace,58810483,281.74,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.86,0.468,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,58810-48-3
58955934,58955-93-4,"10,11-Dihydro-10,11-Dihydroxy Carbamazepine",58955934,270.29,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.52,1.25,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,58955-93-4
60142963,60142-96-3,Gabapentin,Antiepiletics,171.24,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.57,1.11,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,60142-96-3
60166930,60166-93-0,Iopamidol,60166930,777.08,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,5.42,1.46,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,60166-93-0
63659187,63659-18-7,Betaxolol,63659187,307.44,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.66,0.643,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,63659-18-7
64628440,64628-44-0,Triflumuron,64628440,358.7,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,1.78,1.41,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,64628-44-0
65907304,65907-30-4,Furathiocarb,65907304,382.48,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.5,1.48,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,65907-30-4
66722449,66722-44-9,Bisoprolol,66722449,325.45,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.82,0.672,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,66722-44-9
67392874,67392-87-4,Drospirenon,67392874,366.5,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.84,0.116,"Slope too low to be realistic, replace by 0.7",1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,67392-87-4
69004031,69004-03-1,Toltrazuril,69004031,425.39,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.57,0.293,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,69004-03-1
69335917,69335-91-7,Fluazifop,69335917,327.26,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.74,0.535,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,69335-91-7
70288867,70288-86-7,Ivermectin,70288867,875.11,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.88,0.714,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,70288-86-7
73250687,73250-68-7,Mefenacet,anilide,298.37,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.82,0.711,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,73250-68-7
73986535,73986-53-5,o-Desmethyltramadol,73986535,249.35,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.53,0.39,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,73986-53-5
74011588,74011-58-8,Enoxacin,74011588,320.33,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.1,0.589,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,74011-58-8
74103063,74103-06-3,Ketorolak | Ketorolac,74103063,255.27,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.16,0.165,"Slope too low to be realistic, replace by 0.7",1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,74103-06-3
78649419,78649-41-9,Iomeprol,78649419,777.08,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,5.43,1.69,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,78649-41-9
79902639,79902-63-9,Simvastatin,79902639,418.57,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.13,0.357,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,79902-63-9
80214831,80214-83-1,Roxitromycin,80214831,837.06,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.09,0.565,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,80214-83-1
80370576,80370-57-6,Ceftiofur,80370576,523.57,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.12,0.464,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,80370-57-6
81093370,81093-37-0,Pravastatin,81093370,424.53,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.84,0.709,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,81093-37-0
82626480,82626-48-0,Zolpidem,82626480,308.41,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.53,0.401,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,82626-48-0
82834160,82834-16-0,Perindopril,82834160,368.48,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.55,0.867,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,82834-16-0
83881510,83881-51-0,Cetirizin,83881510,388.9,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.44,0.575,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,83881-51-0
83891036,83891-03-6,Norfluoxetine,83891036,295.31,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,3.27,0.565,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,83891-03-6
84957302,84957-30-2,Cefquinome,84957302,528.62,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.26,0.681,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,84957-30-2
87333195,87333-19-5,Ramipril,87333195,416.52,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,4.02,0.571,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,87333-19-5
88805350,88805-35-0,Prohexadione,88805350,212.2,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,5.96,1.83,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,88805-35-0
96525234,96525-23-4,Flurtamone,96525234,333.31,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,2.66,1.5,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,96525-23-4
101007061,101007-06-1,Acrinathrin,101007061,541.45,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute EC50,0,3,3,0.865,2.36,"Slope too high to be realistic, replace by 0.7",1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,101007-06-1
117428225,117428-22-5,Picoxystrobine | Picoxystrobin,117428225,367.32,,,,,,,,,,ReadAcross,ADF,Acute EC50 HC50,ReadAcross GeoAvg Acute Ec50,0,3,3,1.84,0.423,,1336,ReadAcross,"Green highlight-Potential to extrapolate Chronic NOEC SSD median concentration from poorly represented Acute EC50 data (ChronicMu = AcuteMu-1, ChronicSigma = AcuteSigma or 0.7 as a default)",,,,,,,,,,,,117428-22-5
